0,Allen Solly,Men's Polo,"36,477",Save ₹370 (41%),Tshirts,4.436071423041531,https://m.media-amazon.com/images/I/71mh0OLZSmL._AC_UL320_.jpg
118,Neostreak,Men's Regular Button Down Shirt,199,"Save ₹1,260 (79%)",Jeans,4.124789034502799,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
119,Neostreak,Men's Regular Shirt,166,"Save ₹1,077 (67%)",Jeans,4.9283540074235495,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
120,Wearo,Men's Slim fit Casual Shirt,206,Save ₹800 (53%),Jeans,4.2751528540213215,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
121,Levi's,Amazon Brand - Inkast Denim Co. Men's Slim Shirt,7,"Save ₹1,892 (44%)",Jeans,4.522963886921547,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
122,Red Tape,Men's Regular Casual Shirt,16,"Save ₹3,520 (75%)",Jeans,3.0080534215929724,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
123,Allen Solly,Men's Solid Regular Fit Casual Shirt,1,Save ₹800 (42%),Jeans,3.9189474682110284,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
124,Amazon Brand - Symbol,U.S. Polo Assn. Men's Slim fit Casual Shirt,9,"Save ₹1,460 (66%)",Jeans,4.822843043137804,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
125,Levi's,Men's Slim Shirt,3,"Save ₹1,485 (55%)",Jeans,4.003194533435371,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
126,Allen Solly,U.S. Polo Assn. Men's Regular fit Casual Shirt,5,Save ₹930 (49%),Jeans,3.544280180209439,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
127,Jack & Jones,Men's Slim Fit Stylish Full Sleeve Shirts,2,"Save ₹1,830 (55%)",Jeans,3.823340070848369,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
128,Jack & Jones,Men's Slim Fit Shirt,1,"Save ₹1,830 (55%)",Jeans,3.142827887337277,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
129,Urbano Fashion,Men's Slim fit Casual Shirt,18,"Save ₹1,080 (60%)",Jeans,4.978034318001802,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
130,spykar,Men's Classic Fit Shirt,18,"Save ₹1,860 (66%)",Jeans,3.084033988477785,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
131,Pepe Jeans,"Cotton Men's Casual Kurta (40, Green)",113,113,Jeans,4.485085518268683,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
132,Jack & Jones,Men's Regular Shirt,23,"Save ₹1,710 (57%)",Jeans,4.79146366576963,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
133,Levi's,Men's Slim Shirt,4,"Save ₹3,000 (50%)",Jeans,3.5525242667251504,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
134,Ben Martin,Men's Regular Button Down Shirt,2,"Save ₹2,000 (80%)",Jeans,3.168180504374674,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
135,Deniklo,Men's Solid Regular Fit Casual Shirt,142,"Save ₹1,974 (76%)",Jeans,4.247999174389671,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
136,Max,Men's Regular Shirt,6,Save ₹40 (10%),Jeans,4.355077596920932,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
137,EditLook,Men's Regular Casual Shirt,2,Save ₹940 (63%),Jeans,4.347494412598836,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
138,Pepe Jeans,Men's Regular Fit Casual Shirt,1,"Save ₹1,650 (55%)",Jeans,3.725650992924517,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
139,US Polo Association,Men's Plain Slim Fit Casual Shirt,5,Save ₹706 (31%),Jeans,3.5522843801578747,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
140,Ben Martin,Men's Regular Fit Shirt,8,"Save ₹4,099 (82%)",Jeans,4.159327438441645,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
141,Pepe Jeans,Men's Regular Casual Shirt,56,"Save ₹1,200 (50%)",Jeans,3.0364661807112965,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
142,Lee,Men's Solid Slim Fit Casual Shirt,32,Save ₹697 (35%),Jeans,3.3242254526170583,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
143,JOHN PRIDE,Men's Regular fit Casual Shirt,110,Save ₹300 (15%),Jeans,4.402112848231912,https://m.media-amazon.com/images/I/51+r8X6RByL._AC_UL320_.jpg
144,Jockey,Men's Solid Slim Fit Casual Shirt,"5,389","5,389",Short,3.531282688455458,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
145,Amazon Brand - Symbol,Men's Slim Fit Casual Shirt,"4,055",Save ₹710 (59%),Short,3.900888328162151,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
146,VEGO,Men's Checkered Slim Fit Casual Shirt,"2,740",Save ₹601 (61%),Short,3.903888609509828,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
147,Amazon Brand - Symbol,Men's Slim fit Casual Shirt,"1,297",Save ₹960 (69%),Short,4.430718303872084,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
148,Jockey,Men's Checkered Slim Fit Casual Shirt,"2,285",Save ₹97 (10%),Short,3.635018462232002,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
149,Van Heusen Athleisure,Men's Slim fit Casual Shirt,"5,774",Save ₹72 (8%),Short,4.5984218282175995,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
150,GUIDE,Men's Casual Shirt,427,Save ₹878 (55%),Short,4.855677933264559,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
151,Amazon Brand - Symbol,Men Tunic Shirt,439,Save ₹880 (73%),Short,4.225978849930492,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
152,Amazon Brand - Symbol,Men's Slim Shirt,220,"Save ₹1,500 (79%)",Short,3.1716288868985494,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
153,VEGO,Men's Shirt,"1,702",Save ₹601 (61%),Short,3.389331061929269,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
154,Bumchums,Men's Shirt Stays Adjustable Elastic Shirt Garters with Locking Non-Slip Clips,682,0,Short,3.5364047917328874,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
155,Van Heusen Athleisure,Men's Poly Cotton Digital Printed Half Sleeve Shirt,"2,133",Save ₹33 (5%),Short,3.2397750587225285,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
156,Amazon Brand - Symbol,Men's Regular Shirt,393,"Save ₹1,020 (73%)",Short,4.339317049017363,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
157,VEGO,Men's Regular Casual Shirt,"1,378",Save ₹594 (60%),Short,3.6497731910093227,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
158,MOUNTAIN COLOURS,Men's Regular Casual Shirt,736,Save ₹959 (56%),Short,3.7465756455281713,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
159,GUIDE,Men's Shirt,459,Save ₹619 (62%),Short,3.4002807361059326,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
160,Trillion,Men's Slim Fit Casual Shirt,"1,222",Save ₹902 (53%),Short,3.1939919183960566,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
161,Jockey,Men's Regular fit Casual Shirt,807,Save ₹60 (8%),Short,4.303178304406666,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
162,Puma,Men's Slim Shirt,7,"Save ₹1,185 (66%)",Short,3.3214782836212975,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
163,Amazon Brand - Inkast Denim Co.,Great White Half Sleeves Shirt(White),523,"Save ₹1,120 (75%)",Short,4.1896206856387295,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
164,Diverse,Yellow Checked Regular Fit Casual Shirt,310,Save ₹620 (52%),Short,4.9022374304251155,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
165,VEGO,Men's Slim fit Casual Shirt,305,Save ₹594 (60%),Short,4.939909710744445,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
166,Style n feel,Men's Regular Button Down Shirt,243,Save ₹902 (53%),Short,3.435607067146152,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
167,MARK LOUIIS,Men's Regular Shirt,"1,061",Save ₹500 (56%),Short,4.477397142053277,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
168,VEGO,Men's Slim fit Casual Shirt,"1,257",Save ₹601 (61%),Short,3.737402807639826,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
169,Amazon Brand - Inkast Denim Co.,Amazon Brand - Inkast Denim Co. Men's Slim Shirt,325,Save ₹690 (58%),Short,3.673441822890448,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
170,Jockey,Men's Regular Casual Shirt,"1,117",Save ₹31 (3%),Short,4.102036838246909,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
171,VEGO,Men's Solid Regular Fit Casual Shirt,726,Save ₹601 (61%),Short,4.705785385825683,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
172,VEGO,U.S. Polo Assn. Men's Slim fit Casual Shirt,605,Save ₹594 (60%),Short,3.603903538778699,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
173,Jockey,Men's Slim Shirt,238,238,Short,4.904727426032423,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
174,Van Heusen Athleisure,U.S. Polo Assn. Men's Regular fit Casual Shirt,298,Save ₹41 (6%),Short,4.754884172417892,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
175,VEGO,Men's Slim Fit Stylish Full Sleeve Shirts,413,Save ₹594 (60%),Short,4.3786422869820765,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
176,Amazon Brand - House & Shields,Men's Slim Fit Shirt,289,"Save ₹1,600 (76%)",Short,3.4143690115095398,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
177,Motus,Men's Slim fit Casual Shirt,120,Save ₹320 (27%),Short,4.804188448528038,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
178,Peter England,Men's Classic Fit Shirt,2,Save ₹430 (48%),Short,3.0837515890434446,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
179,Van Heusen Athleisure,"Cotton Men's Casual Kurta (40, Green)",787,Save ₹20 (3%),Short,4.788014054992265,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
180,US Polo Association,Men's Regular Shirt,"2,589",Save ₹180 (25%),Short,4.25596499159432,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
181,Jockey,Men's Slim Shirt,352,352,Short,3.1435268862491554,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
182,Diverse,Men's Regular Button Down Shirt,204,Save ₹700 (58%),Short,4.803657415925972,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
183,Neo Garments,Men's Solid Regular Fit Casual Shirt,760,"Save ₹3,409 (85%)",Short,3.783675004744467,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
184,Reebok,Men's Regular Shirt,1,Save ₹762 (59%),Short,4.764824271225179,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
185,Neo Garments,Men's Regular Casual Shirt,"1,017","Save ₹1,600 (80%)",Short,4.495636945262806,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
186,CHECKERSBAY,Men's Regular Fit Casual Shirt,72,"Save ₹1,802 (67%)",Short,4.362197371439226,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
187,Chromozome,Men's Plain Slim Fit Casual Shirt,206,Save ₹230 (41%),Short,4.128681760061285,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
188,Jockey,Men's Regular Fit Shirt,"1,393","1,393",Short,3.2286174928917224,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
189,XYXX,Men's Regular Casual Shirt,115,Save ₹113 (15%),Short,3.5919151142508863,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
190,Hill Turner,Men's Solid Slim Fit Casual Shirt,12,"Save ₹1,416 (71%)",Short,3.0456118869337097,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
191,Peter England,Men's Regular fit Casual Shirt,4,Save ₹550 (55%),Short,3.1594829202795927,https://m.media-amazon.com/images/I/61EdkgjBhlS._AC_UL320_.jpg
192,Amazon Brand - Symbol,Men's Black Regular Fit Denim Jeans Stretchable,"1,037","Save ₹1,960 (75%)",Casual_Trousers,4.683701873549724,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
193,blackberrys,Men's Boyfriend Stretch Jeans (SS-01BA-09_Mid Blue_34),15,Save ₹996 (55%),Casual_Trousers,3.9128291058777545,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
194,Adidas,Men's Drop Crotch Skinny Jeans,50,"Save ₹1,100 (55%)",Casual_Trousers,4.85552774610216,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
195,Amazon Brand - House & Shields,Men's Skinny Fit Jeans,207,"Save ₹1,402 (70%)",Casual_Trousers,3.697527096503638,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
196,Amazon Brand - Inkast Denim Co.,Men's Relaxed Fit Jeans,210,"Save ₹1,680 (76%)",Casual_Trousers,4.394567436298852,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
197,Amazon Brand - Symbol,Men Jeans,"2,187","Save ₹1,470 (74%)",Casual_Trousers,4.087675691329538,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
198,Van Heusen,Men's Ice Blue Slim Fit Denim Jeans Stretchable,1,"Save ₹1,045 (55%)",Casual_Trousers,3.8442035354786515,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
199,LAWMAN PG3,Men Dark Blue Skinny Jeans Denim,3,"Save ₹1,460 (66%)",Casual_Trousers,3.8458124374876324,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
200,Van Heusen Sport,Men's Slim Jeans,43,Save ₹890 (52%),Casual_Trousers,4.279660113121739,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
201,US Polo Association,Men's Slim Jeans,5,Save ₹936 (55%),Casual_Trousers,4.303148969815145,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
202,Levi's,Men's Sailor Slim Jeans,11,"Save ₹1,970 (58%)",Casual_Trousers,3.7072255333775153,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
203,Amazon Brand - Inkast Denim Co.,Men's Straight Fit Jeans,459,"Save ₹1,680 (76%)",Casual_Trousers,3.318256829996678,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
204,Levi's,Men's Black Slim Fit Solid Jeans Stretchable,15,"Save ₹1,100 (55%)",Casual_Trousers,4.9507613527413685,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
205,Van Heusen Sport,"Men's Easies,Slim Fit,Solid,Jeans Skinny",17,Save ₹880 (52%),Casual_Trousers,3.386241735664486,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
206,Van Heusen,Men's (Holborne) Regular Fit Straight Leg Jeans,1,"Save ₹1,100 (55%)",Casual_Trousers,3.543145299291731,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
207,Van Heusen,U.S. Polo Assn. Men's Slim Fit Jeans,31,Save ₹935 (55%),Casual_Trousers,4.133297906555953,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
208,Van Heusen,Men's Skinny Fit Jeans,3,"Save ₹1,100 (55%)",Casual_Trousers,3.8943468511763832,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
209,Puma,Men's Regular Fit Denim Jeans,3,"Save ₹1,600 (64%)",Casual_Trousers,4.026422573939365,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
210,Amazon Brand - Symbol,Men's Slim Jeans,12,"Save ₹1,710 (74%)",Casual_Trousers,4.334764240524389,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
211,Amazon Brand - Symbol,Men's Light Blue Regular Fit Denim Jeans Stretchable,24,"Save ₹1,710 (74%)",Casual_Trousers,3.654716520190777,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
212,Hubberholme,Men's Gym & Yoga Wear Stretchable Trackpant with Two Zipper Pockets,90,Save ₹834 (56%),Casual_Trousers,4.670955102105368,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
213,Arrow Sports,M R Fashion Men's Regular Fit Stretch Jeans (Black),35,Save ₹950 (48%),Casual_Trousers,3.2687956698642884,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
214,Hubberholme,Men's Casual Shirt,156,Save ₹600 (40%),Casual_Trousers,3.954142264479063,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
215,Reebok,Men's Casual Shirt,29,Save ₹800 (50%),Casual_Trousers,4.126114400983166,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
216,Levi's,Men's Regular Fit Jeans,7,"Save ₹1,199 (50%)",Casual_Trousers,4.258862765436818,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
217,US Polo Association,Men's Slim Fit Jeans,1,"Save ₹1,210 (55%)",Casual_Trousers,3.6498471660020924,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
218,Allen Solly,Men's Skinny Fit Jeans,22,Save ₹889 (41%),Casual_Trousers,4.28852748626845,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
219,Jack & Jones,Men's Sweatpants Slim Jeans,21,"Save ₹2,313 (66%)",Casual_Trousers,3.943037825612879,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
220,HALOGEN,Men's Jogger Regular Jeans,108,"Save ₹2,720 (76%)",Casual_Trousers,3.6967459428382545,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
221,Red Tape,Men's Jogger Regular Jeans,8,"Save ₹2,464 (77%)",Casual_Trousers,3.2158922814210573,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
222,Red Tape,Men's Chino Skinny Jeans,12,"Save ₹2,400 (75%)",Casual_Trousers,3.9968260990615634,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
223,US Polo Association,mens Jeans,1,"Save ₹1,045 (55%)",Casual_Trousers,4.683645424526211,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
224,Peter England,mens Jeans,1,Save ₹660 (41%),Casual_Trousers,3.402793354210533,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
225,Arrow Sports,Men's White Slim Fit Knee Slit Distressed Jeans Stretch,61,Save ₹989 (45%),Casual_Trousers,4.043041871452977,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
226,BEEVEE,Men's Skinny Fit Slim Jeans (EARO-DEV-99_Dk.Blue_34W x 32L),268,Save ₹255 (15%),Casual_Trousers,3.378761575237718,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
227,Urban Legends,Men's Relaxed Fit Jeans,6,"Save ₹3,000 (75%)",Casual_Trousers,3.221838758881592,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
228,Urban Legends,Men Jeans,26,"Save ₹3,000 (75%)",Casual_Trousers,3.801198618384337,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
229,Allen Solly,Men's Straight Fit Jeans,27,Save ₹760 (38%),Casual_Trousers,3.9566772062748674,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
230,Van Heusen Sport,"Men's Slim Fit Denim Jeans, Grey",6,Save ₹890 (52%),Casual_Trousers,4.2764395193282585,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
231,Marks & Spencer,Men's Slim Fit Jeans,6,Save ₹750 (38%),Casual_Trousers,3.8840613897758995,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
232,Keyur,Baby-Boy's Solid Slim Fit Jeans Regular,5,Save ₹730 (52%),Casual_Trousers,3.719030254647703,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
233,Levi's,Men's Slim Knee Cut/Distressed Black Jeans,242,Save ₹96 (14%),Casual_Trousers,4.105625824183132,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
234,US Polo Association,Men's Slim Fit Jeans,114,Save ₹234 (20%),Casual_Trousers,3.8966477746221657,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
235,Van Heusen Sport,Men Jeans,12,Save ₹880 (52%),Casual_Trousers,4.696003336697827,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
236,Peter England,Men's Regular Fit Denim Jeans,2,Save ₹599 (40%),Casual_Trousers,4.2201650387593475,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
237,Arrow Sports,Men's (Vapour) Slim Fit Jeans,6,"Save ₹1,099 (50%)",Casual_Trousers,3.97191786970289,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
238,US Polo Association,Men's (Rodeo) Comfort Fit Regular Leg Jeans,81,Save ₹100 (4%),Casual_Trousers,4.692081132835774,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
239,US Polo Association,Regular Fit Jeans,1,Save ₹935 (55%),Casual_Trousers,3.9566180829861652,https://m.media-amazon.com/images/I/81MKCmRlbZL._AC_UL320_.jpg
